Gene,Mean SHAP Value
ABCA13,9.396259280748869e-05
MAP3K6,9.391566345799142e-05
MAP3K14,9.391364125024075e-05
AGAP4,9.366554114883064e-05
RCOR3,9.355722907351119e-05
SF3B4,9.333697549252228e-05
GPR37,9.322047308775597e-05
BMP2,9.320639591437998e-05
AZI1,9.311347474573308e-05
WFDC6,9.297317929022163e-05
PLEKHA1,9.266931489907096e-05
SLC13A3,9.25942993572164e-05
REPS2,9.244480719030271e-05
VPS45,9.223579607194248e-05
FLJ36031,9.199656152337458e-05
GPR161,9.157699402634825e-05
CYP2D7P1,9.156761535775209e-05
DIRAS2,9.141804535735235e-05
KDSR,9.125567494481403e-05
CACNA1B,9.120981821961393e-05
ATP6V0A4,9.11346758409931e-05
KLHL12,9.103219364196176e-05
CBLN4,9.095131732343546e-05
PIGH,9.089267652376856e-05
ZNF839,9.079635365274218e-05
ENTPD2,9.076713410103067e-05
TANK,9.074027684649172e-05
PRELID1,9.07356271574626e-05
NSUN5,9.066338381911055e-05
RPS21,9.0556244459963e-05
C18orf18,9.032247730792302e-05
UBAP1,9.017943505650762e-05
CLEC4F,9.01121955822874e-05
TRIM23,8.976938554550259e-05
NCAPG,8.962656840819674e-05
UNC13C,8.929857791535444e-05
KIAA1598,8.914720339172644e-05
KLKP1,8.910273237085297e-05
LOC339524,8.907917446646835e-05
STAT4,8.907748154804393e-05
RRAS2,8.903130803717421e-05
CYP39A1,8.864102179855417e-05
CCDC129,8.841983709870059e-05
KCNG1,8.84041472123415e-05
GNL2,8.836998440815072e-05
FAM10A4,8.835684654715303e-05
BTBD3,8.832159634347503e-05
GOT1,8.795937062940846e-05
GSTM3,8.793687686499762e-05
MARCH10,8.76805378595364e-05
HIST1H2BJ,8.760803662121049e-05
CBLN3,8.760453839220068e-05
CLEC7A,8.756714499751471e-05
TAZ,8.744454277815119e-05
CCDC113,8.742986903118658e-05
SNX27,8.73622697032632e-05
COIL,8.735596716745542e-05
NCRNA00094,8.734123726174794e-05
KIF26B,8.722372358562453e-05
LGALS2,8.721151896005734e-05
SNED1,8.71898931987316e-05
FOXC2,8.712668202544294e-05
CNGA1,8.701931863647058e-05
PLA2G4F,8.700316479397596e-05
MYST4,8.691255989474555e-05
STAB1,8.691069641453775e-05
C1orf177,8.682526448705001e-05
NANP,8.664305271734911e-05
ST8SIA1,8.660316604741555e-05
KIAA1279,8.633685441236598e-05
ATP2C2,8.625242017982861e-05
ADRM1,8.623753069496502e-05
CTNNBIP1,8.593419663760254e-05
C3orf31,8.584179386630006e-05
MDGA2,8.58359413550785e-05
DDX42,8.578404687460927e-05
CRHR1,8.562121131283699e-05
FBXO24,8.550952066555076e-05
TNNC2,8.548730529417696e-05
PRR5L,8.539855045046312e-05
NCK1,8.524190260702178e-05
NPFFR2,8.519153755320933e-05
EVL,8.504376754691413e-05
GLUD1,8.468990663635687e-05
PFKFB1,8.456981578434094e-05
ZNF362,8.449681263214334e-05
JKAMP,8.44213997299674e-05
ZNF85,8.43669205957262e-05
DUSP5,8.433476057322718e-05
WDR55,8.408179283424012e-05
NADK,8.406614654959752e-05
PNN,8.403450865804944e-05
ENOX2,8.403029190175135e-05
CHRD,8.371819007720022e-05
TM4SF1,8.357935969601568e-05
GPR63,8.324737933611548e-05
EFCAB6,8.323404264447482e-05
GPM6B,8.319556542038273e-05
EHBP1,8.31801758636768e-05
AURKB,8.298036130645688e-05
ZDHHC9,8.291141881495301e-05
ZC3H18,8.290664303260471e-05
TMSB10,8.28884908010141e-05
CLUAP1,8.281181942073397e-05
IL1R2,8.242422034271494e-05
GRB2,8.199368652804843e-05
FAM189B,8.194061981902171e-05
GRPR,8.188795693222274e-05
FAM155B,8.18156866996683e-05
CR1,8.178447847681481e-05
ZNF718,8.165062378611883e-05
TCAP,8.140786377309172e-05
QRFPR,8.140726102058054e-05
LOC100144603,8.124296987373652e-05
HPN,8.121757009791278e-05
DUSP23,8.121341251290671e-05
APH1B,8.10875047211701e-05
ZNF146,8.106775633101385e-05
BCR,8.098390723926011e-05
C21orf70,8.097204462648375e-05
BAIAP3,8.092997383456698e-05
TBCEL,8.080331593420864e-05
NR2F2,8.074975434763436e-05
F11R,8.06613302988951e-05
BBS2,8.065040790560602e-05
ELTD1,8.061500164756118e-05
VIM,8.057271189268392e-05
