Gene,Mean SHAP Value
ZC3HAV1,4.332413426925352e-05
FAM13C,4.327032937568079e-05
POFUT2,4.325214052809785e-05
CARHSP1,4.322006410352444e-05
C14orf1,4.320221826872448e-05
C17orf107,4.310732448768855e-05
PRMT10,4.298059108512217e-05
C6orf62,4.2971553933650386e-05
RGS9,4.296747721207088e-05
MYCBP,4.2950059917419435e-05
RUNDC2C,4.282911195355055e-05
INHA,4.2828320591624744e-05
C6orf115,4.279958283152385e-05
MPP3,4.275400629244179e-05
OSBPL3,4.273916523544404e-05
LY9,4.2737093014691416e-05
BRD2,4.273685182018049e-05
RMND1,4.271472884905573e-05
AGGF1,4.270472058600389e-05
TFRC,4.268784243286076e-05
MAPK3,4.267511459956226e-05
NPR1,4.266699247993575e-05
AKIRIN2,4.266583727007657e-05
BRIX1,4.261303609902099e-05
C8orf46,4.2524004439485944e-05
NTAN1,4.247847904208016e-05
CCDC40,4.243266722461371e-05
FAM95B1,4.238560044331267e-05
LST1,4.23673975004629e-05
SLC28A1,4.2361119381844216e-05
DDX31,4.2359896978925806e-05
PCDHB8,4.231634961488695e-05
RPL23P8,4.231125053439791e-05
CSTF3,4.224151288617783e-05
ARL15,4.222742521729778e-05
EIF4G3,4.221217225584434e-05
FAM120A,4.2190598173073304e-05
SMOC1,4.216783447928043e-05
EPAS1,4.215783916877625e-05
TMEM134,4.212935425636982e-05
ZXDB,4.202216380354456e-05
NDUFB10,4.1986787600926285e-05
SHC3,4.197894826662857e-05
PNCK,4.195294585001455e-05
C17orf58,4.1859255747503247e-05
PMS2L11,4.183097363515842e-05
ZNF71,4.179701988727515e-05
SLC25A4,4.179498708223089e-05
EXOC4,4.174368297696388e-05
EHHADH,4.174249509647258e-05
FAM19A2,4.168333781922218e-05
FCRL4,4.165281305045776e-05
VSIG2,4.1577383958290846e-05
SCGB1D2,4.1472449687918554e-05
STEAP4,4.146775943005999e-05
C14orf174,4.139649559181361e-05
STIM2,4.139527033723558e-05
LOC389705,4.130105171270203e-05
SHISA3,4.127345051090239e-05
LOC100129726,4.1259040496178804e-05
RBL2,4.12526224977171e-05
FLJ37453,4.1219625133255524e-05
C6orf154,4.117556462561994e-05
PPAPDC2,4.1174519431526934e-05
B3GNT1,4.109379926721816e-05
TSPYL4,4.108650006857743e-05
BMS1P4,4.104015223510025e-05
TNFRSF10D,4.103195447436793e-05
VPS25,4.0977299685690236e-05
GGN,4.097562288717742e-05
HAUS5,4.092277394842277e-05
SLC6A17,4.089176765930572e-05
DDX47,4.088095966894073e-05
RBM24,4.087416983504097e-05
SPTAN1,4.08431503456844e-05
ETV1,4.081958656600355e-05
ATAD1,4.080355418209078e-05
GRK6,4.080350411167671e-05
PIF1,4.0798071411585614e-05
DACT2,4.07557967275144e-05
CDKL1,4.0710890371560045e-05
CA9,4.0590122983032865e-05
LY6G5B,4.058696806008284e-05
ALDH1B1,4.057074412117744e-05
DBNDD1,4.0543400692346986e-05
RASD2,4.054164559838364e-05
NDUFA13,4.0452512520244925e-05
MAPK10,4.0451429179980145e-05
FAS,4.043734707116666e-05
IL33,4.042013947347617e-05
JAKMIP1,4.0409634463116524e-05
LDB2,4.0388731182256594e-05
C14orf149,4.038011164170315e-05
TRIM29,4.0352190510097006e-05
FAM189A1,4.034667167506235e-05
PGAM4,4.034576502650256e-05
DEPDC1B,4.027621856965887e-05
GLS2,4.026339697027765e-05
KCNMB2,4.023480763524239e-05
ARL10,4.0216649434672925e-05
CLSPN,4.0121494773311525e-05
LOC100128822,4.0105676763442903e-05
FHAD1,4.010142334902481e-05
SLC45A3,4.006592971525687e-05
AGR3,4.00614873513331e-05
SIGLEC1,4.005834844459914e-05
HMGB1,3.998061133160294e-05
IGJ,3.997073900805228e-05
FAM83E,3.993386177099854e-05
TAF9,3.992467459354038e-05
CMAS,3.980574506504957e-05
BRAF,3.979984423328292e-05
SUPT5H,3.979965426536431e-05
B3GNTL1,3.973963630045687e-05
CARD14,3.970731594636595e-05
DBI,3.970128504180932e-05
SFRS12IP1,3.969969622482379e-05
PTS,3.969288737636077e-05
SEC31A,3.968120152609892e-05
CPEB2,3.966684156853793e-05
GDPD1,3.9655878632838136e-05
FHL3,3.9601203694725816e-05
CFL2,3.9591401020183987e-05
CSNK1G3,3.958228368347457e-05
CCDC67,3.949709918447343e-05
DMBX1,3.947344986228358e-05
LYRM7,3.94690983922474e-05
FCHSD1,3.946807396969362e-05
RNASEH2A,3.944196865319382e-05
ACER3,3.941583177581056e-05
XPNPEP2,3.94147489563458e-05
TGFB2,3.941045958735183e-05
CLDN7,3.9394516585447016e-05
FAM65C,3.9272082993199816e-05
SCN5A,3.92457131995229e-05
MARCH1,3.918452982699079e-05
E2F2,3.918081927215717e-05
C10orf108,3.9175300926859044e-05
TMEM163,3.913130216467248e-05
C9orf130,3.9123711035633093e-05
UBAC2,3.9065847121919134e-05
SH2D3A,3.894112053027651e-05
TSNAX,3.8928491448386764e-05
GORASP2,3.891500468399678e-05
PCGF5,3.8867319439877686e-05
HSPA4,3.8864770338117906e-05
TAS1R1,3.8823037939183815e-05
PQLC1,3.880427176328392e-05
NOMO3,3.8804056408875404e-05
PHF10,3.876390051334228e-05
PAAF1,3.871841138697818e-05
SRXN1,3.8701316456830115e-05
TMEM68,3.869629648842043e-05
GCC1,3.866071041090351e-05
BCL11B,3.865619669355015e-05
GZMA,3.864063442555068e-05
IMMT,3.861702878691694e-05
NFE2L1,3.8590438067978365e-05
CMA1,3.848065280386865e-05
MANSC1,3.8462083030233654e-05
TMEM150A,3.8443963640948515e-05
VSIG1,3.833884601980655e-05
STAT3,3.8270357957773284e-05
SERP2,3.82690886128385e-05
ERP27,3.82658537815069e-05
BIK,3.824093650320529e-05
PCDHB7,3.823401816117485e-05
HLCS,3.821017510090201e-05
MTM1,3.817215347194518e-05
TSTD1,3.815795260174464e-05
ALG8,3.8082664688881896e-05
TOX4,3.8044884796756855e-05
TSPAN12,3.803736616298754e-05
TSNAXIP1,3.799191144907399e-05
KIFC1,3.795599149428597e-05
LPHN2,3.7948250130242124e-05
ZNF732,3.790376625121519e-05
LTB,3.787596129931845e-05
KLHDC7B,3.785921158363599e-05
APP,3.783167775426492e-05
MFAP3,3.7817651554523564e-05
PGAP1,3.776039296047809e-05
TCEB3,3.768594271535991e-05
SDC4,3.764808446058497e-05
TNNI3K,3.760743671070211e-05
RAB33A,3.760503876128107e-05
TLE1,3.7602349249334426e-05
KDM3A,3.758620864759968e-05
ACADL,3.758589158863756e-05
INCA1,3.754221195455611e-05
CD38,3.752511439838423e-05
MKRN1,3.745806329451479e-05
KIAA1949,3.744453436994429e-05
RNF138,3.7438614521125436e-05
CAPN12,3.739884902673108e-05
IFIH1,3.7363961300001055e-05
CDC14B,3.7270062358800693e-05
LOC285954,3.7199765979897756e-05
NCBP1,3.718600636144581e-05
ZNF653,3.714666308908479e-05
RCBTB2,3.712506781016272e-05
EPDR1,3.711096095772025e-05
SHBG,3.708973796689512e-05
HCST,3.70536212192336e-05
BRP44L,3.70414383182181e-05
VPS41,3.702886928131425e-05
IL1B,3.7019669911215706e-05
FBXL16,3.70158185086152e-05
VPS18,3.700073536669405e-05
ZNF493,3.6961047876902015e-05
SPIRE1,3.686877235794017e-05
SAMD13,3.686338977671931e-05
CYP26B1,3.670629130564979e-05
ALDH16A1,3.670072959390821e-05
LOC100133991,3.6658940157970206e-05
FAM20B,3.658137378739713e-05
DPY19L4,3.6579732564166565e-05
PLXNC1,3.655966934477128e-05
RHOBTB1,3.64691050519655e-05
WIZ,3.643224735967119e-05
CLIP2,3.640214583887085e-05
RPS6,3.639531278924166e-05
C22orf32,3.639325599216157e-05
SLC2A12,3.6378844185457855e-05
KLC3,3.637232789841665e-05
LOC401127,3.636346384308231e-05
C3orf64,3.6281552500778716e-05
SLC25A3,3.626334293674841e-05
FEN1,3.6168890532885664e-05
SNTB2,3.614769755768719e-05
LOC400759,3.6125583848714754e-05
NR2E3,3.608079272659026e-05
ETS2,3.604521913030744e-05
DNAH7,3.5973209820513356e-05
ZNF389,3.5955645819296794e-05
PIGQ,3.595521959966258e-05
TCTN3,3.589563316791551e-05
MYO1D,3.5853945201378406e-05
NCOA1,3.584401991238202e-05
HOXC9,3.583713805109814e-05
RFX1,3.5814407890209415e-05
CD2AP,3.581032835704506e-05
DCUN1D3,3.57997602283626e-05
ZNF551,3.5794207547069825e-05
NKAPL,3.575844259837898e-05
EPN1,3.574974379690675e-05
RAB8B,3.573074871284417e-05
METTL12,3.571518071753423e-05
FBXL20,3.556138519671578e-05
MAL2,3.555181353724104e-05
HSD17B8,3.551358140030162e-05
SCML4,3.5490616209262836e-05
ABCE1,3.54632238997431e-05
C19orf71,3.5322682561323066e-05
PRKACA,3.5309067184177835e-05
KRCC1,3.53024448748954e-05
CLDN11,3.530099712760671e-05
RAB1A,3.527764690107587e-05
WASH5P,3.524784353219032e-05
C6orf35,3.521619901344544e-05
RBM4B,3.519608191275519e-05
SLC26A6,3.511470447405092e-05
FAR1,3.509072563078353e-05
PURA,3.502961499478142e-05
C8orf83,3.49816489316423e-05
DUS1L,3.497318095412638e-05
SMPDL3B,3.4939717530526124e-05
HTATSF1,3.48894158353463e-05
AKR1A1,3.488794902238278e-05
ZDHHC20,3.4872187771943794e-05
IRF9,3.48087906384052e-05
C6orf147,3.478462816839717e-05
MMACHC,3.477458096359227e-05
MSRB2,3.4765724388320246e-05
PCDHGB3,3.474261441859188e-05
TAB2,3.46735185610261e-05
C1orf173,3.466647737462121e-05
SH3BGRL3,3.465013625250205e-05
USP24,3.46326298264572e-05
FXR2,3.45884578511908e-05
CD82,3.454488230688064e-05
WDFY2,3.448647583066872e-05
ACTB,3.444919714083115e-05
TMEM139,3.44448696348399e-05
FAM48A,3.4411877982832155e-05
TMEM200A,3.439735280468613e-05
RAB3A,3.438827025846421e-05
CLDN5,3.43860788914221e-05
PAH,3.437348707253701e-05
FLJ42627,3.436118711889304e-05
EPX,3.4280704576138234e-05
CADPS2,3.426625328176291e-05
XPO7,3.423555059873303e-05
RNF214,3.421433066826899e-05
LOC643387,3.415238796270117e-05
ETV2,3.415070453399754e-05
TRANK1,3.413702213727487e-05
RPS3,3.4115334951252025e-05
S100A2,3.411082163504332e-05
BAK1,3.406778585287031e-05
C1orf52,3.406678098687149e-05
ERO1L,3.404564710308556e-05
POLB,3.40255301830135e-05
TMEM140,3.39952797837638e-05
TGDS,3.399223167169987e-05
BEX4,3.396028794717721e-05
SYT1,3.3947338046137116e-05
FAM106A,3.392506731218343e-05
ADAMTS4,3.39210046313699e-05
ANKRD52,3.389775123025059e-05
RILP,3.383863675214836e-05
C12orf53,3.38328476891988e-05
AMDHD2,3.3804162887483345e-05
MSL1,3.3773008981608314e-05
DDHD2,3.373350594023784e-05
SEC13,3.3712278010573694e-05
SC4MOL,3.367570520531065e-05
DDX3X,3.365418050791889e-05
WNT10A,3.362926199630843e-05
CDCA3,3.361745163789578e-05
PCIF1,3.360652509188208e-05
METTL3,3.358090091639351e-05
PREX2,3.357057686533195e-05
LOC349196,3.355889146423201e-05
TSEN54,3.354236943865428e-05
PRKAG2,3.353673091691902e-05
SPTB,3.351084959496206e-05
C14orf142,3.3490272134308685e-05
DOK5,3.3487802880057156e-05
ATP2C1,3.3351689866089594e-05
IGF1R,3.3349021033719405e-05
C3orf1,3.3347068872826846e-05
ZNF714,3.3341753713709316e-05
ALS2CR4,3.331332516639608e-05
MORC4,3.330929017159384e-05
VAMP7,3.3243280042893585e-05
ZNF568,3.3220563718951364e-05
FAM92A1,3.3146775686456755e-05
MCOLN2,3.3138506461891604e-05
CADM1,3.3117882881985946e-05
ZDHHC8P1,3.306781538076226e-05
PPP1R1A,3.306533381203867e-05
RNF25,3.304052869239341e-05
NRP2,3.288922172554351e-05
RFXAP,3.287705610143403e-05
CNOT6,3.285532427905641e-05
FKBP10,3.2853951757714414e-05
GLE1,3.284619228088527e-05
PPIF,3.28428608243225e-05
C9orf128,3.2789761762883086e-05
APOL1,3.277342048923241e-05
PTPN6,3.277255143768063e-05
PARP8,3.2721892842946075e-05
DIMT1L,3.270016305760052e-05
STAG3L2,3.267204193315822e-05
PIK3C2G,3.2671740543621196e-05
DDX6,3.2623019320126156e-05
METTL11A,3.258219439590865e-05
ANAPC13,3.2562214364161985e-05
MPP1,3.2532008125601306e-05
ZNF880,3.251848755649167e-05
AP1G1,3.2420327591374246e-05
C10orf57,3.236156540166151e-05
PLEKHA6,3.235735061701722e-05
ZDHHC21,3.231698824233942e-05
FDX1,3.230444963754399e-05
FBXO41,3.225734893758647e-05
PRKCI,3.224844105139346e-05
CACNA1F,3.221995220860201e-05
BID,3.2189565439760945e-05
KCP,3.218706812577425e-05
MBNL3,3.21747134526928e-05
GGTA1,3.2165454066591416e-05
PMPCA,3.215985660171859e-05
C1orf220,3.2097410312479286e-05
CXorf56,3.20943085740329e-05
LOC399959,3.205561100956331e-05
DSC3,3.204991278636952e-05
CCL23,3.201991297961188e-05
CHRNE,3.201859923568156e-05
ZNF808,3.1969072799037765e-05
ZNF204P,3.188887022085312e-05
ANAPC7,3.184352643268479e-05
ZNF673,3.183796146321714e-05
ZNF41,3.183690473561715e-05
KHSRP,3.1823170758397775e-05
ELOF1,3.1716671175992245e-05
FOXF1,3.169442024883534e-05
SOSTDC1,3.168106286890219e-05
TMEM20,3.164940230029313e-05
UBFD1,3.1571055188975406e-05
TAF4B,3.156305333098106e-05
KLRB1,3.1538719542032004e-05
RABGGTA,3.147309467359821e-05
POLD1,3.1443377729950044e-05
ZNF34,3.143519560765532e-05
AFF2,3.138316831585523e-05
PRSS23,3.138062808198927e-05
PIK3CD,3.1313605104308324e-05
ACOT9,3.1249360989563307e-05
HHAT,3.118316939254795e-05
WDR61,3.116011998752649e-05
CD209,3.1137589935134946e-05
ZDHHC16,3.113299452407405e-05
SLC10A3,3.111674295220253e-05
OAT,3.1043746111162166e-05
TAS1R3,3.1033632561511376e-05
KIAA0040,3.102365191520682e-05
ICAM2,3.0989806679963744e-05
GRINA,3.098658780340697e-05
PGRMC2,3.098040717919842e-05
ST5,3.0972350904925466e-05
GALC,3.088681131065343e-05
C6orf81,3.086517504908462e-05
DIRC2,3.084407011857357e-05
NDC80,3.08080339410346e-05
ADCY3,3.0789513178848435e-05
ZNF862,3.078516656501601e-05
PGC,3.075571295881392e-05
MYNN,3.0752648579844114e-05
MKNK2,3.072411921804665e-05
VHL,3.072194288143758e-05
PSMD14,3.071768309407637e-05
ZRANB3,3.070299682210368e-05
PIP4K2A,3.0686320598199386e-05
C11orf46,3.068345760995369e-05
HELB,3.0630902839414385e-05
BTC,3.062910969542779e-05
RALGPS1,3.0615728049102834e-05
RHOA,3.060186521123515e-05
SERTAD1,3.055311046700826e-05
ZMAT3,3.055276023581505e-05
OLFM4,3.053067739669713e-05
SAR1A,3.050970654011504e-05
SIGLEC7,3.0466592811020747e-05
CREM,3.0463719305182755e-05
FLJ39653,3.046309215538646e-05
TACC3,3.0460259243343477e-05
FLJ23867,3.0428856964701005e-05
TRMT6,3.032847351876136e-05
TMLHE,3.027176199755205e-05
CELF4,3.0266623033847832e-05
EGR1,3.026286679891126e-05
FAM73A,3.0192605527795303e-05
TDO2,3.017178657029135e-05
RER1,3.016745555021583e-05
MARCH4,3.0101993161805402e-05
SELE,3.0099302173481737e-05
NOVA1,3.007912945556455e-05
IL27RA,3.006777344149433e-05
C22orf29,3.0067164674153805e-05
MYO7A,3.0052557006581256e-05
PRSS36,3.0025886407278827e-05
FGL2,3.001581406240351e-05
ZNF618,2.9998635621783556e-05
FMO2,2.997420569412183e-05
AFMID,2.996995362948704e-05
PPP1R13B,2.9925637532738677e-05
AFAP1L2,2.992079475900897e-05
FRMD1,2.9910551453580686e-05
NPAS3,2.9848070277310805e-05
ERBB2,2.979776517980841e-05
SASH1,2.978477359397222e-05
C1orf226,2.9783282172215016e-05
NOD1,2.9766816803034303e-05
TEDDM1,2.9764504016618932e-05
PIP4K2C,2.9755532603716662e-05
TACSTD2,2.9749108773605258e-05
MBD4,2.9747019092413958e-05
C9orf119,2.974229669833912e-05
LAMA3,2.9701589808182785e-05
TUBA3E,2.963678555543361e-05
ZFP2,2.962959970795119e-05
ARF5,2.961684979055686e-05
PECAM1,2.9595540297200863e-05
AARSD1,2.9569894003762026e-05
MPV17L,2.9527604682675666e-05
DNAJC2,2.9482790081500945e-05
MLX,2.9451099639712137e-05
STX1A,2.94182964394205e-05
CRELD1,2.9407198299412703e-05
L3MBTL,2.9357687700415582e-05
ARL17A,2.934926760248087e-05
NOTCH2,2.934317541605027e-05
C9orf150,2.9231585628531683e-05
TOM1L1,2.919016850301966e-05
SUPV3L1,2.916010454167908e-05
GPR116,2.9146546797216682e-05
CEP120,2.9110648351000455e-05
TMEM171,2.9058568167267986e-05
BRP44,2.9045099327635347e-05
SHMT2,2.9040178297584457e-05
MRPL52,2.900066054136039e-05
KLHDC7A,2.8948241723880273e-05
PADI3,2.8944551161532876e-05
GMNN,2.8932873043247664e-05
DYRK1B,2.8929614752392838e-05
TMEM71,2.8914246418448683e-05
FRAT1,2.890982445134841e-05
DUOX2,2.890156863186479e-05
N6AMT1,2.8888607054607176e-05
KIAA0317,2.8887393883727947e-05
USP32,2.8883524322795445e-05
KCTD3,2.8863984458011717e-05
ADORA2B,2.8817091897425974e-05
PPP2CB,2.8803146872829083e-05
GCSH,2.878629512014879e-05
BTBD12,2.871115506813909e-05
ZNF845,2.8683089123352557e-05
SH3PXD2B,2.865740767200578e-05
ZC3H12D,2.8613907666519685e-05
CNOT6L,2.8590675277242085e-05
ETV3,2.8562802873563296e-05
IFI44,2.8492498165711462e-05
RAB40B,2.848481048764489e-05
TDRD7,2.841560058877675e-05
SIGMAR1,2.8395466507901097e-05
MESTIT1,2.8377164934323587e-05
ZSWIM5,2.8369128641198024e-05
FBXL5,2.8359381260238865e-05
FBXO28,2.8317622431718532e-05
DYNLT1,2.8257133806436967e-05
LTBR,2.8239130178775158e-05
PGAP2,2.816852960901681e-05
MKRN2,2.814916906855636e-05
APOL3,2.8142563942684518e-05
TMSB15A,2.8141907651135838e-05
PDE2A,2.8134503037801147e-05
PTPRE,2.810380826083196e-05
RNF222,2.802800173184279e-05
GRAMD1A,2.8025006269187267e-05
MRPL27,2.8006136833920174e-05
USP44,2.7938587933962493e-05
TULP4,2.7867618216522875e-05
FNBP1L,2.7835356158075532e-05
MRPL35,2.7834984880030877e-05
TRAPPC2,2.781911048280207e-05
SACM1L,2.7805384890058883e-05
ISG20L2,2.7783158765157164e-05
TAF1B,2.7780642170911595e-05
TRIM59,2.7763013518442715e-05
TMEM150B,2.7734522758599116e-05
RHBDF1,2.771227767402422e-05
KLF3,2.77064526472343e-05
ZNF429,2.7683790476990612e-05
RP2,2.7650785701657023e-05
PTPN12,2.76330262222077e-05
ZMAT4,2.7597957640032503e-05
SEL1L,2.7586576148280238e-05
HNRNPA2B1,2.7581964848217932e-05
GPR113,2.7530035694156116e-05
CENPF,2.7502734889075305e-05
GPR15,2.743131012828154e-05
HEATR5B,2.7413246382032865e-05
PIGX,2.7390524201817323e-05
F10,2.7349745584648527e-05
CDK6,2.73464641914919e-05
PDP1,2.731135137801919e-05
PSD2,2.729437837601574e-05
LAG3,2.7278657209980538e-05
THUMPD3,2.7272911030719948e-05
TLR8,2.726815423606523e-05
PAPPA,2.7260141716998654e-05
COL4A6,2.7228504759245293e-05
NKAP,2.7183572645584015e-05
ATP10B,2.7167378552525297e-05
ZNF787,2.715154124025616e-05
ESRRG,2.711547045322138e-05
PAQR4,2.707973786577534e-05
CHRNA9,2.705458540065923e-05
C4A,2.7033252887900826e-05
ASTL,2.699271017470779e-05
ZFC3H1,2.6992251553894233e-05
LOC730101,2.698998880758536e-05
CH25H,2.6935548282295594e-05
TFPI2,2.6916467198800607e-05
ADAMTS3,2.69142349454166e-05
MEI1,2.6893061184818383e-05
SESTD1,2.688658235150939e-05
ERC2,2.6849532725491145e-05
VAMP4,2.6819462215622156e-05
LIMS3-LOC440895,2.6803134039235156e-05
NISCH,2.6797234850555633e-05
TRAPPC1,2.6794502773692584e-05
SCN3A,2.6793200218227173e-05
DCLK2,2.6772107532064298e-05
NEK3,2.6746418179501417e-05
USP6,2.673581575067039e-05
RRH,2.6691262261284222e-05
COX6B1,2.668786801133881e-05
CSMD3,2.6676323513265845e-05
SEC63,2.664306898498893e-05
ZNF480,2.6635460315129426e-05
XYLT1,2.656941804625087e-05
CALML3,2.6551659017161162e-05
RMRP,2.6523809061041473e-05
LOC729991,2.650179012693814e-05
PYY2,2.6453193544126112e-05
RPL13P5,2.635973334896273e-05
USP18,2.6354111617304157e-05
SPOCK2,2.6334485029326682e-05
BCLAF1,2.6274011438726105e-05
SH3YL1,2.6220182330948743e-05
TLR2,2.6216614487200514e-05
LENG8,2.618385182944982e-05
SDS,2.6161913900997128e-05
C6orf165,2.61531441057503e-05
NUP98,2.613353948210256e-05
RFNG,2.6075873668694885e-05
IP6K2,2.6065991077834707e-05
C11orf45,2.6061669356924773e-05
APOBEC2,2.6059683038778477e-05
KCNS3,2.6059116060324812e-05
STARD13,2.6038888906946657e-05
VIT,2.5979071718172738e-05
HBA1,2.5977646445367304e-05
LOC100128842,2.5976371795026962e-05
TIMM50,2.594853516434389e-05
ACCN3,2.594601827162774e-05
MAP3K1,2.5936520192679504e-05
L2HGDH,2.593168308801125e-05
LPGAT1,2.592579671697958e-05
ZNF592,2.591960408868366e-05
PPARA,2.5894557257318272e-05
TFCP2L1,2.5848374424514157e-05
ZNF208,2.5792210668918897e-05
ATP8B4,2.5784194835203946e-05
FBXL17,2.575483499481973e-05
RNF169,2.5738691711754467e-05
PRSS22,2.5718651426808566e-05
GUCY1A3,2.570737467246399e-05
SLC35B2,2.5695561637832538e-05
CABC1,2.5652166512689577e-05
ATG16L1,2.5650043467350874e-05
MAP3K2,2.563777081954538e-05
CCND3,2.563756846293308e-05
SEC14L5,2.5623533032402625e-05
C9orf114,2.5605209573218398e-05
BTN2A1,2.5589129044312682e-05
POLRMT,2.556204972377617e-05
ZCCHC10,2.5550400533724176e-05
MANEAL,2.5548822475451274e-05
YES1,2.554275190066084e-05
FAM157A,2.553932457392173e-05
ZNF157,2.5507493764883108e-05
SRMS,2.547766411913122e-05
GPA33,2.547282268980548e-05
IFFO2,2.547210663697556e-05
SYT14,2.5461265797605516e-05
SPAG4,2.5455587490509602e-05
RUNX3,2.5450541958454834e-05
TTC12,2.5440563394831768e-05
LMNB2,2.543707485279625e-05
TMEM220,2.5436671512159302e-05
SNX2,2.5423596957668024e-05
ZFYVE26,2.5418822508807983e-05
ABHD5,2.541580605341278e-05
C9orf142,2.5408792459604574e-05
RRAD,2.5407074339379846e-05
CDC42EP4,2.537220408898674e-05
KDELR1,2.536994932481935e-05
C2orf18,2.5368608322083294e-05
CCDC45,2.5366333802180623e-05
IGFL2,2.5356164641624718e-05
HYAL1,2.535246628827027e-05
MPST,2.534337591116374e-05
ZNF559,2.534200976827033e-05
C6orf134,2.533532814509299e-05
CD74,2.5330058849554038e-05
ZBTB5,2.5305321094694926e-05
ITGAV,2.530173724623228e-05
PARS2,2.527495842029511e-05
SGK1,2.5274295515914103e-05
PML,2.527418946581511e-05
AG2,2.5248254749731238e-05
DLK2,2.5240109974672312e-05
NR4A3,2.522597122937104e-05
KLB,2.5219421141473047e-05
PFKL,2.5216897442340647e-05
STXBP5L,2.5215295890442595e-05
RHOV,2.521291234084023e-05
ADCY4,2.5199349427233686e-05
MELK,2.5194026156323868e-05
C1orf54,2.519318184828623e-05
PARP6,2.5182866119299498e-05
LIMS2,2.517933525015664e-05
IL7,2.516948374278796e-05
FGF1,2.5161102747510602e-05
TATDN2,2.5157225600892093e-05
MAEA,2.5109554130044072e-05
MSTO2P,2.506052841713123e-05
PRKAR1B,2.505813894580217e-05
FBXO25,2.5056058401896145e-05
UBE2D3,2.5044024183939545e-05
CALML5,2.502606880441689e-05
SYNPO,2.5024266241424533e-05
CCR10,2.5004902388283515e-05
FAM20A,2.5003492038296464e-05
NCAPH2,2.4990728693270946e-05
ARL6,2.4978776256630708e-05
RNF181,2.4958211692410343e-05
MDFIC,2.4934190196221235e-05
DAD1,2.493268016828145e-05
MYST2,2.4930192379113457e-05
FBXW5,2.4878883794423087e-05
MTRR,2.4861665562825604e-05
DFNB31,2.4857337521399938e-05
MYCBP2,2.484499050821272e-05
H3F3B,2.482895336923494e-05
G3BP2,2.4820662914767096e-05
ZNF816A,2.4814073697557727e-05
IQCC,2.481281153157974e-05
HES1,2.4808872762148613e-05
BTNL9,2.4802636024415068e-05
ZWILCH,2.4798373592613638e-05
WDR62,2.478049495472555e-05
WDR33,2.4749298487810298e-05
SCARB1,2.4741526267303853e-05
CALHM1,2.4737657680578265e-05
ARHGAP17,2.472695985849425e-05
ACAD9,2.4695605005393033e-05
GNPTAB,2.4690588031541465e-05
CYP19A1,2.4567248879292497e-05
PDZK1P1,2.455859868977664e-05
WDSUB1,2.4488540034324893e-05
DNAL1,2.445530838001385e-05
XKR8,2.4424725544329432e-05
TUBB2B,2.4410583002313257e-05
FAM195A,2.4405371369884234e-05
GPR4,2.438683423470076e-05
PPP3CB,2.4372909633246673e-05
PSME3,2.437183184095998e-05
SMC6,2.43581698351101e-05
AZU1,2.4353941969981663e-05
TMEM218,2.428541949056672e-05
KLHL35,2.428055386564959e-05
OSBPL6,2.427342787947887e-05
ISOC2,2.4242455828685916e-05
ATP6V1D,2.4237080362092108e-05
GPR137C,2.4143497574612527e-05
NFATC1,2.4138550988072918e-05
C6orf201,2.4137723695411892e-05
PCBP2,2.412581678668742e-05
ARL5A,2.4121899647530157e-05
ZFP161,2.406622268594238e-05
AGPHD1,2.4044369452333387e-05
CNTLN,2.3954335635863203e-05
SEMA3B,2.39321684523679e-05
ANKRD13B,2.3898863281940823e-05
KBTBD7,2.388412449614486e-05
ITSN1,2.3828088929935786e-05
NHS,2.3783317517928165e-05
C5orf56,2.378311864580075e-05
SNHG1,2.3781623167473158e-05
CXCR2,2.3778284535046666e-05
LRP3,2.3766685652925345e-05
TTC21A,2.3726313181817336e-05
TSEN34,2.370420751680057e-05
XYLT2,2.3683167619461053e-05
FSCN2,2.366086271724778e-05
ASNSD1,2.3653128026383696e-05
TPSAB1,2.364469999647896e-05
USP7,2.3637958054213275e-05
SYT8,2.3617939657504046e-05
ISM1,2.3611336385937437e-05
PRG4,2.359814253296235e-05
PDCD11,2.3558326434321357e-05
HSDL1,2.355273086221636e-05
GOLGB1,2.3548365773916058e-05
SEPX1,2.3511289928989276e-05
ZNF815,2.3468038377898654e-05
MFF,2.346224759644282e-05
RNF31,2.345441691578303e-05
KPNA6,2.344981809741563e-05
RAB1B,2.341579782965046e-05
COQ10B,2.340861737279782e-05
RFPL1,2.335885868155917e-05
GAPT,2.3317029214259925e-05
ZNF562,2.3280092424113387e-05
TMEM45B,2.32521020900029e-05
ITGA7,2.323312321285023e-05
PPP1CA,2.3179701094829716e-05
C1orf201,2.3175333901862266e-05
LSM11,2.317289548206002e-05
PAX8,2.3140138803314883e-05
BCKDHB,2.302668683749111e-05
CROCCL1,2.3026366437096727e-05
PPP2R3C,2.2980669605385947e-05
PAN3,2.291433422844167e-05
PSENEN,2.2864367027920487e-05
ALG12,2.282492376862269e-05
IFI16,2.2817630966694673e-05
PHYHIPL,2.2751039533451758e-05
MTSS1,2.274543855814195e-05
ATP5G2,2.273638263701963e-05
PRDM5,2.2688514130062735e-05
UBE2MP1,2.2681856155423604e-05
PMS2,2.263263217877988e-05
CAPZA1,2.2630875993196758e-05
ZFYVE27,2.263010149802226e-05
PARP11,2.261761390454374e-05
CGRRF1,2.2601211070062364e-05
RECQL5,2.2546572270525842e-05
